Instance;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5 (meaningless but please still use it);Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Target;Target Class
5021;89189;107027;128432;154118;60077;221930;266316;319579;383495;460194;2130280;Very Large Number
5022;87272;104726;125671;150805;68564;217159;260591;312709;375251;450301;2084485;Very Large Number
5023;12348;14818;17782;21338;60097;30727;36872;44246;53095;63714;294940;Large Number
5024;28338;34006;40807;48968;69239;70514;84617;101540;121848;146218;676856;Very Large Number
5025;87941;105529;126635;151962;39960;218825;262590;315108;378130;453756;2100476;Very Large Number
5026;60042;72050;86460;103752;78060;149402;179282;215138;258166;309799;1434091;Very Large Number
5027;2624;3149;3779;4535;96975;6530;7836;9403;11284;13541;62681;Large Number
5028;43655;52386;62863;75436;60811;108628;130354;156425;187710;225252;1042709;Very Large Number
5029;21495;25794;30953;37144;35838;53488;64186;77023;92428;110914;513425;Very Large Number
5030;67872;81446;97735;117282;94392;168886;202663;243196;291835;350202;1621117;Very Large Number
5031;21844;26213;31456;37747;45368;54355;65226;78271;93925;112710;521747;Very Large Number
5032;4044;4853;5824;6989;26343;10064;12077;14492;17390;20868;96601;Large Number
5033;7725;9270;11124;13349;33276;19223;23068;27682;33218;39862;184521;Large Number
5034;64812;77774;93329;111995;5702;161273;193528;232234;278681;334417;1548043;Very Large Number
5035;34306;41167;49400;59280;34669;85363;102436;122923;147508;177010;819393;Very Large Number
5036;50368;60442;72530;87036;51922;125332;150398;180478;216574;259889;1203047;Very Large Number
5037;85321;102385;122862;147434;41942;212305;254766;305719;366863;440236;2037891;Very Large Number
5038;55831;66997;80396;96475;55563;138924;166709;200051;240061;288073;1333517;Very Large Number
5039;23141;27769;33323;39988;82333;57583;69100;82920;99504;119405;552733;Very Large Number
5040;19863;23836;28603;34324;80979;49427;59312;71174;85409;102491;474439;Large Number
5041;72598;87118;104542;125450;62328;180648;216778;260134;312161;374593;1734022;Very Large Number
5042;30059;36071;43285;51942;91768;74796;89755;107706;129247;155096;717957;Very Large Number
5043;84983;101980;122376;146851;24113;211465;253758;304510;365412;438494;2029829;Very Large Number
5044;59876;71851;86221;103465;69579;148990;178788;214546;257455;308946;1430138;Very Large Number
5045;28786;34543;41452;49742;92513;71628;85954;103145;123774;148529;687553;Very Large Number
5046;73774;88529;106235;127482;23077;183574;220289;264347;317216;380659;1762105;Very Large Number
5047;5670;6804;8165;9798;2898;14110;16932;20318;24382;29258;135437;Large Number
5048;90489;108587;130304;156365;99274;225166;270199;324239;389087;466904;2161340;Very Large Number
5049;20677;24812;29774;35729;1721;51450;61740;74088;88906;106687;493863;Large Number
5050;43830;52596;63115;75738;47425;109063;130876;157051;188461;226153;1046883;Very Large Number
5051;67005;80406;96487;115784;82068;166729;200075;240090;288108;345730;1600414;Very Large Number
5052;34536;41443;49732;59678;13689;85937;103124;123749;148499;178199;824897;Very Large Number
5053;91535;109842;131810;158172;95293;227767;273320;327984;393581;472297;2186308;Very Large Number
5054;22615;27138;32566;39079;55324;56274;67529;81035;97242;116690;540168;Very Large Number
5055;34934;41921;50305;60366;89047;86927;104312;125174;150209;180251;834399;Very Large Number
5056;42005;50406;60487;72584;82236;104521;125425;150510;180612;216734;1003284;Very Large Number
5057;28190;33828;40594;48713;26322;70147;84176;101011;121213;145456;673328;Very Large Number
5058;239;287;344;413;63631;595;714;857;1028;1234;5711;Medium Number
5059;80700;96840;116208;139450;62120;200808;240970;289164;346997;416396;1927533;Very Large Number
5060;9481;11377;13652;16382;20715;23590;28308;33970;40764;48917;226441;Large Number
5061;29332;35198;42238;50686;97496;72988;87586;105103;126124;151349;700604;Very Large Number
5062;22457;26948;32338;38806;51142;55880;67056;80467;96560;115872;536384;Very Large Number
5063;445;534;641;769;89319;1108;1330;1596;1915;2298;10636;Medium Number
5064;26572;31886;38263;45916;52712;66119;79343;95212;114254;137105;634670;Very Large Number
5065;92055;110466;132559;159071;49059;229062;274874;329849;395819;474983;2198738;Very Large Number
5066;439;527;632;758;76535;1092;1310;1572;1886;2263;10479;Medium Number
5067;26754;32105;38526;46231;96431;66572;79886;95863;115036;138043;639016;Very Large Number
5068;70845;85014;102017;122420;15288;176285;211542;253850;304620;365544;1692137;Very Large Number
5069;65033;78040;93648;112378;79856;161825;194190;233028;279634;335561;1553337;Very Large Number
5070;43131;51757;62108;74530;68513;107323;128788;154546;185455;222546;1030184;Very Large Number
5071;30397;36476;43771;52525;89222;75636;90763;108916;130699;156839;726022;Very Large Number
5072;76255;91506;109807;131768;30710;189746;227695;273234;327881;393457;1821349;Very Large Number
5073;20990;25188;30226;36271;21074;52230;62676;75211;90253;108304;501349;Very Large Number
5074;71159;85391;102469;122963;143;177067;212480;254976;305971;367165;1699641;Very Large Number
5075;63563;76276;91531;109837;75565;158165;189798;227758;273310;327972;1518210;Very Large Number
5076;3068;3682;4418;5302;70067;7634;9161;10993;13192;15830;73280;Large Number
5077;23496;28195;33834;40601;53966;58465;70158;84190;101028;121234;561201;Very Large Number
5078;36508;43810;52572;63086;31973;90844;109013;130816;156979;188375;872003;Very Large Number
5079;93260;111912;134294;161153;32837;232061;278473;334168;401002;481202;2227525;Very Large Number
5080;13775;16530;19836;23803;37264;34277;41132;49358;59230;71076;329017;Large Number
5081;44502;53402;64082;76898;97991;110734;132881;159457;191348;229618;1062922;Very Large Number
5082;63095;75714;90857;109028;83518;157001;188401;226081;271297;325556;1507030;Very Large Number
5083;6442;7730;9276;11131;14535;16028;19234;23081;27697;33236;153855;Large Number
5084;76587;91904;110285;132342;39672;190572;228686;274423;329308;395170;1829277;Very Large Number
5085;10349;12419;14903;17884;30734;25753;30904;37085;44502;53402;247201;Large Number
5086;81979;98375;118050;141660;16010;203990;244788;293746;352495;422994;1958077;Very Large Number
5087;61940;74328;89194;107033;89774;154128;184954;221945;266334;319601;1479457;Very Large Number
5088;88052;105662;126794;152153;74747;219101;262921;315505;378606;454327;2103121;Very Large Number
5089;29256;35107;42128;50554;45006;72798;87358;104830;125796;150955;698782;Very Large Number
5090;24267;29120;34944;41933;18500;60384;72461;86953;104344;125213;579619;Very Large Number
5091;92041;110449;132539;159047;56331;229027;274832;329798;395758;474910;2198401;Very Large Number
5092;15513;18616;22339;26807;89433;38602;46322;55586;66703;80044;370532;Large Number
5093;70803;84964;101957;122348;895;176182;211418;253702;304442;365330;1691146;Very Large Number
5094;30780;36936;44323;53188;26873;76591;91909;110291;132349;158819;735186;Very Large Number
5095;88992;106790;128148;153778;73253;221441;265729;318875;382650;459180;2125583;Very Large Number
5096;82897;99476;119371;143245;40726;206273;247528;297034;356441;427729;1979994;Very Large Number
5097;72508;87010;104412;125294;43932;180424;216509;259811;311773;374128;1731869;Very Large Number
5098;70140;84168;101002;121202;50854;174530;209436;251323;301588;361906;1675295;Very Large Number
5099;62153;74584;89501;107401;76381;154657;185588;222706;267247;320696;1484533;Very Large Number
5100;17226;20671;24805;29766;20783;42863;51436;61723;74068;88882;411440;Large Number
5101;87387;104864;125837;151004;14043;217446;260935;313122;375746;450895;2087236;Very Large Number
5102;88430;106116;127339;152807;23745;220042;264050;316860;380232;456278;2112154;Very Large Number
5103;43817;52580;63096;75715;31753;109030;130836;157003;188404;226085;1046566;Very Large Number
5104;23640;28368;34042;40850;77490;58824;70589;84707;101648;121978;564646;Very Large Number
5105;63804;76565;91878;110254;98455;158766;190519;228623;274348;329218;1523975;Very Large Number
5106;79550;95460;114552;137462;40674;197945;237534;285041;342049;410459;1900052;Very Large Number
5107;87831;105397;126476;151771;6337;218550;262260;314712;377654;453185;2097836;Very Large Number
5108;51241;61489;73787;88544;99358;127504;153005;183606;220327;264392;1223895;Very Large Number
5109;97790;117348;140818;168982;73416;243334;292001;350401;420481;504577;2335732;Very Large Number
5110;39921;47905;57486;68983;99350;99336;119203;143044;171653;205984;953515;Very Large Number
5111;36781;44137;52964;63557;63013;91522;109826;131791;158149;189779;878506;Very Large Number
5112;10428;12514;15017;18020;84440;25949;31139;37367;44840;53808;249082;Large Number
5113;8118;9742;11690;14028;34648;20201;24241;29089;34907;41888;193904;Large Number
5114;79118;94942;113930;136716;78909;196871;236245;283494;340193;408232;1889741;Very Large Number
5115;68326;81991;98389;118067;6215;170016;204019;244823;293788;352546;1631965;Very Large Number
5116;28485;34182;41018;49222;67588;70879;85055;102066;122479;146975;680361;Very Large Number
5117;89296;107155;128586;154303;55088;222197;266636;319963;383956;460747;2132839;Very Large Number
5118;72973;87568;105082;126098;91847;181582;217898;261478;313774;376529;1742982;Very Large Number
5119;70669;84803;101764;122117;36363;175848;211018;253222;303866;364639;1687946;Very Large Number
5120;36152;43382;52058;62470;46166;89957;107948;129538;155446;186535;863486;Very Large Number
5121;51660;61992;74390;89268;10903;128546;154255;185106;222127;266552;1233896;Very Large Number
5122;81350;97620;117144;140573;8405;202426;242911;291493;349792;419750;1943059;Very Large Number
5123;86503;103804;124565;149478;23270;215249;258299;309959;371951;446341;2066149;Very Large Number
5124;44139;52967;63560;76272;3885;109831;131797;158156;189787;227744;1054253;Very Large Number
5125;3731;4477;5372;6446;47581;9282;11138;13366;16039;19247;89098;Large Number
5126;89455;107346;128815;154578;52837;222593;267112;320534;384641;461569;2136643;Very Large Number
5127;21031;25237;30284;36341;40026;52331;62797;75356;90427;108512;502316;Very Large Number
5128;50451;60541;72649;87179;34169;125538;150646;180775;216930;260316;1205025;Very Large Number
5129;79804;95765;114918;137902;78641;198578;238294;285953;343144;411773;1906131;Very Large Number
5130;15331;18397;22076;26491;75548;38147;45776;54931;65917;79100;366166;Large Number
5131;19885;23862;28634;34361;36592;49480;59376;71251;85501;102601;474951;Large Number
5132;97431;116917;140300;168360;59261;242438;290926;349111;418933;502720;2327136;Very Large Number
5133;37440;44928;53914;64697;96487;93163;111796;134155;160986;193183;894262;Very Large Number
5134;40230;48276;57931;69517;67345;100104;120125;144150;172980;207576;960889;Very Large Number
5135;94819;113783;136540;163848;66469;235942;283130;339756;407707;489248;2264773;Very Large Number
5136;42076;50491;60589;72707;48009;104698;125638;150766;180919;217103;1004987;Very Large Number
5137;8372;10046;12055;14466;71027;20831;24997;29996;35995;43194;199952;Large Number
5138;56285;67542;81050;97260;9753;140054;168065;201678;242014;290417;1344365;Very Large Number
5139;15273;18328;21994;26393;30260;38006;45607;54728;65674;78809;364812;Large Number
5140;22927;27512;33014;39617;20023;57048;68458;82150;98580;118296;547602;Very Large Number
5141;81665;97998;117598;141118;34585;203210;243852;292622;351146;421375;1950584;Very Large Number
5142;67894;81473;97768;117322;87128;168943;202732;243278;291934;350321;1621665;Very Large Number
5143;48426;58111;69733;83680;48852;120499;144599;173519;208223;249868;1156658;Very Large Number
5144;91751;110101;132121;158545;99288;228305;273966;328759;394511;473413;2191472;Very Large Number
5145;51814;62177;74612;89534;20606;128929;154715;185658;222790;267348;1237577;Very Large Number
5146;33262;39914;47897;57476;19019;82765;99318;119182;143018;171622;794454;Very Large Number
5147;55126;66151;79381;95257;72807;137170;164604;197525;237030;284436;1316680;Very Large Number
5148;47474;56969;68363;82036;45966;118132;141758;170110;204132;244958;1133932;Very Large Number
5149;68279;81935;98322;117986;62934;169900;203880;244656;293587;352304;1630849;Very Large Number
5150;50441;60529;72635;87162;26038;125513;150616;180739;216887;260264;1204786;Very Large Number
5151;29256;35107;42128;50554;38835;72798;87358;104830;125796;150955;698782;Very Large Number
5152;71895;86274;103529;124235;99309;178898;214678;257614;309137;370964;1717224;Very Large Number
5153;36483;43780;52536;63043;5945;90782;108938;130726;156871;188245;871404;Very Large Number
5154;83045;99654;119585;143502;81476;206642;247970;297564;357077;428492;1983531;Very Large Number
5155;40898;49078;58894;70673;66667;101770;122124;146549;175859;211031;976876;Very Large Number
5156;88010;105612;126734;152081;54568;218996;262795;315354;378425;454110;2102117;Very Large Number
5157;2903;3484;4181;5017;66799;7224;8669;10403;12484;14981;69346;Large Number
5158;96503;115804;138965;166758;86505;240132;288158;345790;414948;497938;2304996;Very Large Number
5159;61159;73391;88069;105683;75565;152184;182621;219145;262974;315569;1460795;Very Large Number
5160;10923;13108;15730;18876;16347;27181;32617;39140;46968;56362;260905;Large Number
5161;57954;69545;83454;100145;22211;144209;173051;207661;249193;299032;1384244;Very Large Number
5162;66183;79420;95304;114365;67934;164686;197623;237148;284578;341494;1580801;Very Large Number
5163;41156;49387;59264;71117;10744;102408;122890;147468;176962;212354;983006;Very Large Number
5164;11436;13723;16468;19762;58691;28457;34148;40978;49174;59009;273155;Large Number
5165;42918;51502;61802;74162;24671;106793;128152;153782;184538;221446;1025095;Very Large Number
5166;95735;114882;137858;165430;34368;238219;285863;343036;411643;493972;2286638;Very Large Number
5167;76323;91588;109906;131887;58063;189917;227900;273480;328176;393811;1822988;Very Large Number
5168;89766;107719;129263;155116;918;223367;268040;321648;385978;463174;2144071;Very Large Number
5169;52887;63464;76157;91388;93271;131599;157919;189503;227404;272885;1263206;Very Large Number
5170;53514;64217;77060;92472;87098;133159;159791;191749;230099;276119;1278180;Very Large Number
5171;62225;74670;89604;107525;57674;154836;185803;222964;267557;321068;1486252;Very Large Number
5172;22241;26689;32027;38432;48812;55342;66410;79692;95630;114756;531219;Very Large Number
5173;56039;67247;80696;96835;46669;139442;167330;200796;240955;289146;1338486;Very Large Number
5174;34169;41003;49204;59045;9849;85025;102030;122436;146923;176308;816143;Very Large Number
5175;18298;21958;26350;31620;25071;45533;54640;65568;78682;94418;437067;Large Number
5176;99285;119142;142970;171564;99103;247052;296462;355754;426905;512286;2371420;Very Large Number
5177;37171;44605;53526;64231;94710;92492;110990;133188;159826;191791;887820;Very Large Number
5178;69936;83923;100708;120850;98605;174024;208829;250595;300714;360857;1670436;Very Large Number
5179;82382;98858;118630;142356;44933;204992;245990;295188;354226;425071;1967693;Very Large Number
5180;51100;61320;73584;88301;25404;127153;152584;183101;219721;263665;1220529;Very Large Number
5181;16755;20106;24127;28952;50630;41690;50028;60034;72041;86449;400182;Large Number
5182;49413;59296;71155;85386;73097;122956;147547;177056;212467;254960;1180236;Very Large Number
5183;83643;100372;120446;144535;78821;208130;249756;299707;359648;431578;1997815;Very Large Number
5184;61105;73326;87991;105589;19453;152048;182458;218950;262740;315288;1459495;Very Large Number
5185;60206;72247;86696;104035;38111;149810;179772;215726;258871;310645;1438008;Very Large Number
5186;47773;57328;68794;82553;3335;118877;142652;171182;205418;246502;1141079;Very Large Number
5187;86538;103846;124615;149538;21098;215335;258402;310082;372098;446518;2066972;Very Large Number
5188;19070;22884;27461;32953;12284;47453;56944;68333;82000;98400;455498;Large Number
5189;91278;109534;131441;157729;67583;227130;272556;327067;392480;470976;2180191;Very Large Number
5190;29433;35320;42384;50861;21304;73240;87888;105466;126559;151871;703022;Very Large Number
5191;61203;73444;88133;105760;86102;152294;182753;219304;263165;315798;1461854;Very Large Number
5192;4217;5060;6072;7286;47036;10492;12590;15108;18130;21756;100711;Large Number
5193;70774;84929;101915;122298;75206;176110;211332;253598;304318;365182;1690456;Very Large Number
5194;32606;39127;46952;56342;23980;81132;97358;116830;140196;168235;778778;Very Large Number
5195;36513;43816;52579;63095;60547;90857;109028;130834;157001;188401;872124;Very Large Number
5196;12822;15386;18463;22156;69459;31904;38285;45942;55130;66156;306244;Large Number
5197;59733;71680;86016;103219;91526;148636;178363;214036;256843;308212;1426738;Very Large Number
5198;42666;51199;61439;73727;7401;106166;127399;152879;183455;220146;1019076;Very Large Number
5199;54300;65160;78192;93830;98910;135115;162138;194566;233479;280175;1296955;Very Large Number
5200;58739;70487;84584;101501;63951;146161;175393;210472;252566;303079;1402982;Very Large Number
5201;73617;88340;106008;127210;70940;183182;219818;263782;316538;379846;1758341;Very Large Number
5202;68700;82440;98928;118714;85585;170948;205138;246166;295399;354479;1640912;Very Large Number
5203;82061;98473;118168;141802;31021;204194;245033;294040;352848;423418;1960037;Very Large Number
5204;93682;112418;134902;161882;89027;233110;279732;335678;402814;483377;2237595;Very Large Number
5205;72521;87025;104430;125316;77011;180455;216546;259855;311826;374191;1732165;Very Large Number
5206;83366;100039;120047;144056;41805;207440;248928;298714;358457;430148;1991195;Very Large Number
5207;56719;68063;81676;98011;79586;141136;169363;203236;243883;292660;1354747;Very Large Number
5208;49915;59898;71878;86254;35917;124206;149047;178856;214627;257552;1192233;Very Large Number
5209;65535;78642;94370;113244;42926;163072;195686;234823;281788;338146;1565306;Very Large Number
5210;76546;91855;110226;132271;73673;190470;228564;274277;329132;394958;1828299;Very Large Number
5211;93299;111959;134351;161221;32512;232158;278590;334308;401170;481404;2228460;Very Large Number
5212;18204;21845;26214;31457;94225;45298;54358;65230;78276;93931;434813;Large Number
5213;10506;12607;15128;18154;88795;26142;31370;37644;45173;54208;250932;Large Number
5214;39556;47467;56960;68352;82083;98426;118111;141733;170080;204096;944781;Very Large Number
5215;13505;16206;19447;23336;74555;33604;40325;48390;58068;69682;322563;Large Number
5216;64930;77916;93499;112199;83932;161567;193880;232656;279187;335024;1550858;Very Large Number
5217;82098;98518;118222;141866;34656;204287;245144;294173;353008;423610;1960926;Very Large Number
5218;22611;27133;32560;39072;7389;56263;67516;81019;97223;116668;540065;Very Large Number
5219;40782;48938;58726;70471;50738;101478;121774;146129;175355;210426;974079;Very Large Number
5220;14408;17290;20748;24898;32808;35854;43025;51630;61956;74347;344156;Large Number
5221;89775;107730;129276;155131;60229;223388;268066;321679;386015;463218;2144278;Very Large Number
5222;564;677;812;974;31051;1403;1684;2021;2425;2910;13470;Medium Number
5223;96792;116150;139380;167256;60519;240848;289018;346822;416186;499423;2311875;Very Large Number
5224;32775;39330;47196;56635;76585;81554;97865;117438;140926;169111;782830;Very Large Number
5225;50489;60587;72704;87245;84015;125633;150760;180912;217094;260513;1205937;Very Large Number
5226;30320;36384;43661;52393;70706;75446;90535;108642;130370;156444;724195;Very Large Number
5227;6854;8225;9870;11844;87782;17056;20467;24560;29472;35366;163714;Large Number
5228;60612;72734;87281;104737;52071;150821;180985;217182;260618;312742;1447712;Very Large Number
5229;23245;27894;33473;40168;26969;57842;69410;83292;99950;119940;555214;Very Large Number
5230;29907;35888;43066;51679;11184;74418;89302;107162;128594;154313;714329;Very Large Number
5231;10833;13000;15600;18720;60470;26957;32348;38818;46582;55898;258756;Large Number
5232;71863;86236;103483;124180;76229;178819;214583;257500;309000;370800;1716464;Very Large Number
5233;65248;78298;93958;112750;23700;162360;194832;233798;280558;336670;1558472;Very Large Number
5234;32462;38954;46745;56094;97708;80776;96931;116317;139580;167496;775355;Very Large Number
5235;52451;62941;75529;90635;20373;130514;156617;187940;225528;270634;1252789;Very Large Number
5236;92862;111434;133721;160465;99272;231070;277284;332741;399289;479147;2218013;Very Large Number
5237;85274;102329;122795;147354;7099;212190;254628;305554;366665;439998;2036787;Very Large Number
5238;66657;79988;95986;115183;64411;165864;199037;238844;286613;343936;1592108;Very Large Number
5239;6432;7718;9262;11114;46286;16004;19205;23046;27655;33186;153622;Large Number
5240;11793;14152;16982;20378;62474;29345;35214;42257;50708;60850;281679;Large Number
5241;74312;89174;107009;128411;21011;184912;221894;266273;319528;383434;1774947;Very Large Number
5242;76486;91783;110140;132168;61753;190322;228386;274063;328876;394651;1826875;Very Large Number
5243;39649;47579;57095;68514;97544;98660;118392;142070;170484;204581;947024;Very Large Number
5244;44733;53680;64416;77299;46697;111311;133573;160288;192346;230815;1068461;Very Large Number
5245;69004;82805;99366;119239;47704;171704;206045;247254;296705;356046;1648168;Very Large Number
5246;7370;8844;10613;12736;25317;18340;22008;26410;31692;38030;176043;Large Number
5247;56436;67723;81268;97522;38707;140431;168517;202220;242664;291197;1347978;Very Large Number
5248;42349;50819;60983;73180;25823;105379;126455;151746;182095;218514;1011520;Very Large Number
5249;49139;58967;70760;84912;70262;122273;146728;176074;211289;253547;1173689;Very Large Number
5250;46364;55637;66764;80117;18762;115368;138442;166130;199356;239227;1107405;Very Large Number
5251;98227;117872;141446;169735;18955;244418;293302;351962;422354;506825;2346141;Very Large Number
5252;28487;34184;41021;49225;5386;70884;85061;102073;122488;146986;680409;Very Large Number
5253;31052;37262;44714;53657;738;77266;92719;111263;133516;160219;741668;Very Large Number
5254;69950;83940;100728;120874;93121;174059;208871;250645;300774;360929;1670770;Very Large Number
5255;69760;83712;100454;120545;50676;173585;208302;249962;299954;359945;1666219;Very Large Number
5256;31951;38341;46009;55211;57333;79504;95405;114486;137383;164860;763150;Very Large Number
5257;74240;89088;106906;128287;48493;184733;221680;266016;319219;383063;1773232;Very Large Number
5258;99914;119897;143876;172651;2497;248617;298340;358008;429610;515532;2386445;Very Large Number
5259;79397;95276;114331;137197;40933;197563;237076;284491;341389;409667;1896387;Very Large Number
5260;1465;1758;2110;2532;13980;3646;4375;5250;6300;7560;34996;Medium Number
5261;18221;21865;26238;31486;46785;45340;54408;65290;78348;94018;435214;Large Number
5262;59534;71441;85729;102875;80008;148140;177768;213322;255986;307183;1421978;Very Large Number
5263;1233;1480;1776;2131;88252;3068;3682;4418;5302;6362;29452;Medium Number
5264;84905;101886;122263;146716;19888;211271;253525;304230;365076;438091;2027963;Very Large Number
5265;51718;62062;74474;89369;78306;128692;154430;185316;222379;266855;1235295;Very Large Number
5266;94641;113569;136283;163540;50850;235498;282598;339118;406942;488330;2260519;Very Large Number
5267;23905;28686;34423;41308;37635;59484;71381;85657;102788;123346;570978;Very Large Number
5268;11128;13354;16025;19230;28265;27691;33229;39875;47850;57420;265802;Large Number
5269;19554;23465;28158;33790;30611;48658;58390;70068;84082;100898;467063;Large Number
5270;84518;101422;121706;146047;67664;210307;252368;302842;363410;436092;2018712;Very Large Number
5271;98122;117746;141295;169554;97569;244158;292990;351588;421906;506287;2343646;Very Large Number
5272;19951;23941;28729;34475;97822;49644;59573;71488;85786;102943;476530;Large Number
5273;91181;109417;131300;157560;6563;226886;272263;326716;392059;470471;2177853;Very Large Number
5274;11864;14237;17084;20501;80755;29521;35425;42510;51012;61214;283368;Large Number
5275;44783;53740;64488;77386;58821;111436;133723;160468;192562;231074;1069660;Very Large Number
5276;19895;23874;28649;34379;25677;49506;59407;71288;85546;102655;475199;Large Number
5277;32049;38459;46151;55381;1207;79748;95698;114838;137806;165367;765497;Very Large Number
5278;7427;8912;10694;12833;61071;18480;22176;26611;31933;38320;177386;Large Number
5279;99736;119683;143620;172344;56618;248176;297811;357373;428848;514618;2382209;Very Large Number
5280;1117;1340;1608;1930;44264;2779;3335;4002;4802;5762;26675;Medium Number
5281;55040;66048;79258;95110;50396;136958;164350;197220;236664;283997;1314645;Very Large Number
5282;23655;28386;34063;40876;70484;58861;70633;84760;101712;122054;565000;Very Large Number
5283;25293;30352;36422;43706;58047;62936;75523;90628;108754;130505;604119;Very Large Number
5284;27495;32994;39593;47512;39104;68417;82100;98520;118224;141869;656724;Very Large Number
5285;61217;73460;88152;105782;12038;152326;182791;219349;263219;315863;1462159;Very Large Number
5286;49756;59707;71648;85978;31957;123809;148571;178285;213942;256730;1188426;Very Large Number
5287;66494;79793;95752;114902;62005;165458;198550;238260;285912;343094;1588215;Very Large Number
5288;78495;94194;113033;135640;10261;195322;234386;281263;337516;405019;1874868;Very Large Number
5289;98279;117935;141522;169826;53645;244549;293459;352151;422581;507097;2347399;Very Large Number
5290;26296;31555;37866;45439;49234;65432;78518;94222;113066;135679;628073;Very Large Number
5291;76174;91409;109691;131629;70823;189546;227455;272946;327535;393042;1819427;Very Large Number
5292;22818;27382;32858;39430;32807;56779;68135;81762;98114;117737;545015;Very Large Number
5293;14584;17501;21001;25201;21463;36289;43547;52256;62707;75248;348334;Large Number
5294;60988;73186;87823;105388;62381;151759;182111;218533;262240;314688;1456716;Very Large Number
5295;19430;23316;27979;33575;9017;48348;58018;69622;83546;100255;464089;Large Number
5296;46900;56280;67536;81043;60167;116702;140042;168050;201660;241992;1120205;Very Large Number
5297;33784;40541;48649;58379;68914;84066;100879;121055;145266;174319;806938;Very Large Number
5298;75348;90418;108502;130202;71916;187490;224988;269986;323983;388780;1799697;Very Large Number
5299;96049;115259;138311;165973;8611;239002;286802;344162;412994;495593;2294145;Very Large Number
5300;95883;115060;138072;165686;54652;238588;286306;343567;412280;494736;2290178;Very Large Number
5301;46088;55306;66367;79640;84087;114682;137618;165142;198170;237804;1100817;Very Large Number
5302;7510;9012;10814;12977;96533;18686;22423;26908;32290;38748;179368;Large Number
5303;22967;27560;33072;39686;18935;57148;68578;82294;98753;118504;548562;Very Large Number
5304;79321;95185;114222;137066;33202;197375;236850;284220;341064;409277;1894580;Very Large Number
5305;86429;103715;124458;149350;98396;215064;258077;309692;371630;445956;2064371;Very Large Number
5306;74929;89915;107898;129478;64076;186449;223739;268487;322184;386621;1789700;Very Large Number
5307;11281;13537;16244;19493;3432;28070;33684;40421;48505;58206;269441;Large Number
5308;60523;72628;87154;104585;54109;150602;180722;216866;260239;312287;1445606;Very Large Number
5309;73988;88786;106543;127852;12361;184106;220927;265112;318134;381761;1767209;Very Large Number
5310;76785;92142;110570;132684;40327;191065;229278;275134;330161;396193;1834012;Very Large Number
5311;21648;25978;31174;37409;49296;53869;64643;77572;93086;111703;517082;Very Large Number
5312;64618;77542;93050;111660;24638;160790;192948;231538;277846;333415;1543407;Very Large Number
5313;40647;48776;58531;70237;72775;101141;121369;145643;174772;209726;970842;Very Large Number
5314;72562;87074;104489;125387;63273;180557;216668;260002;312002;374402;1733143;Very Large Number
5315;68;82;98;118;72223;170;204;245;294;353;1632;Small Number
5316;28487;34184;41021;49225;33840;70884;85061;102073;122488;146986;680409;Very Large Number
5317;68967;82760;99312;119174;87033;171611;205933;247120;296544;355853;1647274;Very Large Number
5318;10443;12532;15038;18046;88407;25986;31183;37420;44904;53885;249437;Large Number
5319;99488;119386;143263;171916;43122;247559;297071;356485;427782;513338;2376288;Very Large Number
5320;5096;6115;7338;8806;87524;12680;15216;18259;21911;26293;121714;Large Number
5321;20869;25043;30052;36062;99249;51929;62315;74778;89734;107681;498463;Large Number
5322;80456;96547;115856;139027;52836;200198;240238;288286;345943;415132;1921683;Very Large Number
5323;93769;112523;135028;162034;61022;233329;279995;335994;403193;483832;2239697;Very Large Number
5324;91717;110060;132072;158486;99038;228220;273864;328637;394364;473237;2190657;Very Large Number
5325;76653;91984;110381;132457;14306;190738;228886;274663;329596;395515;1830873;Very Large Number
5326;94687;113624;136349;163619;67695;235612;282734;339281;407137;488564;2261607;Very Large Number
5327;58490;70188;84226;101071;85792;145542;174650;209580;251496;301795;1397038;Very Large Number
5328;67402;80882;97058;116470;85193;167717;201260;241512;289814;347777;1609892;Very Large Number
5329;57212;68654;82385;98862;98129;142361;170833;205000;246000;295200;1366507;Very Large Number
5330;29840;35808;42970;51564;42857;74252;89102;106922;128306;153967;712731;Very Large Number
5331;33852;40622;48746;58495;56802;84233;101080;121296;145555;174666;808545;Very Large Number
5332;94135;112962;135554;162665;66914;234238;281086;337303;404764;485717;2248424;Very Large Number
5333;37730;45276;54331;65197;48357;93883;112660;135192;162230;194676;901175;Very Large Number
5334;72827;87392;104870;125844;24066;181216;217459;260951;313141;375769;1739469;Very Large Number
5335;9092;10910;13092;15710;70602;22622;27146;32575;39090;46908;217145;Large Number
5336;65189;78227;93872;112646;20826;162210;194652;233582;280298;336358;1557034;Very Large Number
5337;11762;14114;16937;20324;62391;29267;35120;42144;50573;60688;280929;Large Number
5338;70204;84245;101094;121313;84634;174691;209629;251555;301866;362239;1676836;Very Large Number
5339;64023;76828;92194;110633;32650;159312;191174;229409;275291;330349;1529213;Very Large Number
5340;19693;23632;28358;34030;60933;49003;58804;70565;84678;101614;470377;Large Number
5341;51689;62027;74432;89318;58277;128618;154342;185210;222252;266702;1234590;Very Large Number
5342;18269;21923;26308;31570;60695;45461;54553;65464;78557;94268;436373;Large Number
